mol	O
%	O
.	O

On	O
the	O
basis	O
of	O
phenotypic	O
and	O
genotypic	O
data	O
,	O
a	O
novel	O
species	O
,	O
Flavobacterium	O
sinopsychrotolerans	O
sp	O
.	O
nov	O
.	O
,	O
is	O
proposed	O
.	O

The	O
type	O
strain	O
is	O
0533	O
(	O
T	O
)	O
(	O
=	O
CGMCC	O
1	O
.	O
8704	O
(	O
T	O
)	O
=	O
JCM	O
16398	O
(	O
T	O
)	O
)	O
.	O

Litoreibacter	B
albidus	I
gen	O
.	O
nov	O
.	O
,	O
sp	O
.	O
nov	O
.	O
and	O
Litoreibacter	B
janthinus	I
sp	O
.	O
nov	O
.	O
,	O
members	O
of	O
the	O
class	O
Alphaproteobacteria	O
isolated	O
from	O
the	O
seashore	O
.	O

Two	O
Gram	O
-	O
negative	O
,	O
strictly	O
aerobic	O
,	O
non	O
-	O
motile	O
bacteria	O
designated	O
strains	O
KMM	B
3851	I
(	O
T	O
)	O
and	O
KMM	B
3842	I
(	O
T	O
)	O
were	O
respectively	O
isolated	O
from	O
a	O
marine	O
snail	O
specimen	O
(	O
Umbonium	B
costatum	I
)	O
and	O
from	O
surrounding	O
sediments	O
collected	O
simultaneously	O
from	O
the	O
shore	O
of	O
the	O
Sea	O
of	O
Japan	O
.	O

Phylogenetic	O
analysis	O
based	O
on	O
16S	O
rRNA	O
gene	O
sequences	O
showed	O
that	O
strains	O
KMM	B
3851	I
(	O
T	O
)	O
and	O
KMM	B
3842	I
(	O
T	O
)	O
were	O
affiliated	O
with	O
the	O
Roseobacter	O
lineage	O
of	O
the	O
class	O
Alphaproteobacteria	O
as	O
a	O
separate	O
phylogenetic	O
line	O
adjacent	O
to	O
the	O
members	O
of	O
the	O
genus	O
Thalassobacter	O
.	O

These	O
novel	O
isolates	O
shared	O
98	O
.	O
5	O
%	O
16S	O
rRNA	O
gene	O
sequence	O
similarity	O
and	O
15	O
%	O
DNA	O
-	O
DNA	O
relatedness	O
.	O

The	O
major	O
isoprenoid	O
quinone	O
of	O
both	O
strains	O
was	O
Q	O
-	O
10	O
and	O
polar	O
lipids	O
consisted	O
of	O
phosphatidylcholine	O
,	O
phosphatidylethanolamine	O
,	O
phosphatidylglycerol	O
and	O
aminophospholipids	O
.	O

In	O
addition	O
,	O
strain	O
KMM	B
3851	I
(	O
T	O
)	O
contained	O
two	O
unknown	O
lipids	O
,	O
whereas	O
strain	O
KMM	B
3842	I
(	O
T	O
)	O
contained	O
diphosphatidylglycerol	O
.	O

Fatty	O
acid	O
analysis	O
revealed	O
C	O
(	O
18	O
:	O
1	O
)	O
omega7c	O
and	O
C	O
(	O
16	O
:	O
0	O
)	O
as	O
major	O
components	O
and	O
small	O
amounts	O
of	O
C	O
(	O
18	O
:	O
2	O
)	O
.	O

The	O
DNA	O
G	O
+	O
C	O
contents	O
were	O
60	O
.	O
4	O
mol	O
%	O
(	O
KMM	B
3851	I
(	O
T	O
)	O
)	O
and	O
58	O
.	O
5	O
mol	O
%	O
(	O
KMM	B
3842	I
(	O
T	O
)	O
)	O
.	O

Based	O
on	O
distinctive	O
phenotypic	O
characteristics	O
,	O
DNA	O
-	O
DNA	O
hybridization	O
data	O
and	O
phylogenetic	O
distance	O
,	O
strains	O
KMM	B
3851	I
(	O
T	O
)	O
and	O
KMM	B
3842	I
(	O
T	O
)	O
should	O
be	O
classified	O
as	O
representatives	O
of	O
two	O
novel	O
species	O
in	O
a	O
new	O
genus	O
,	O
Litoreibacter	O
gen	O
.	O
nov	O
.	O
,	O
with	O
the	O
type	O
species	O
Litoreibacter	B
albidus	I
sp	O
.	O
nov	O
.	O

(	O
type	O
strain	O
KMM	B
3851	I
(	O
T	O
)	O
=	O
NRIC	O
0773	O
(	O
T	O
)	O
=	O
JCM	O
16493	O
(	O
T	O
)	O
)	O
and	O
a	O
second	O
species	O
Litoreibacter	B
janthinus	I
sp	O
.	O
nov	O
.	O

(	O
type	O
strain	O
KMM	B
3842	I
(	O
T	O
)	O
=	O
NRIC	O
0772	O
(	O
T	O
)	O
=	O
JCM	O
16492	O
(	O
T	O
)	O
)	O
.	O

Methanobacterium	B
petrolearium	I
sp	I
.	I
nov	I
.	I
and	O
Methanobacterium	B
ferruginis	I
sp	I
.	I
nov	I
.	I
,	O
mesophilic	O
methanogens	O
isolated	O
from	O
salty	O
environments	O
.	O

Two	O
methane	O
-	O
producing	O
archaea	O
,	O
designated	O
Mic5c12	O
(	O
T	O
)	O
and	O
Mic6c05	O
(	O
T	O
)	O
,	O
were	O
isolated	O
from	O
sludge	O
deposited	O
in	O
a	O
crude	O
oil	O
storage	O
tank	O
and	O
a	O
tubercle	O
on	O
the	O
interior	O
of	O
a	O
pipe	O
transporting	O
natural	O
gas	O
-	O
containing	O
brine	O
,	O
respectively	O
.	O

The	O
isolates	O
were	O
Gram	O
-	O
staining	O
-	O
variable	O
,	O
non	O
-	O
motile	O
rods	O
and	O
grew	O
only	O
on	O
H	O
(	O
2	O
)	O
/	O
CO	O
(	O
2	O
)	O
.	O

Strain	O
Mic6c05	O
(	O
T	O
)	O
produced	O
methane	O
from	O
some	O
alcohols	O
without	O
showing	O
any	O
growth	O
;	O
strain	O
Mic5c12	O
(	O
T	O
)	O
did	O
not	O
utilize	O
alcohols	O
.	O

The	O
optimum	O
growth	O
conditions	O
for	O
strain	O
Mic5c12	O
(	O
T	O
)	O
were	O
35	O
^	O
0C	O
,	O
pH	O
6	O
.	O
5	O
and	O
0	O
-	O
0	O
.	O
68	O
M	O
NaCl	O
and	O
for	O
strain	O
Mic6c05	O
(	O
T	O
)	O
were	O
40	O
^	O
0C	O
,	O
pH	O
6	O
.	O
0	O
-	O
7	O
.	O
5	O
and	O
0	O
.	O
34	O
M	O
NaCl	O
.	O

Strain	O
Mic5c12	O
(	O
T	O
)	O
was	O
halotolerant	O
and	O
strain	O
Mic6c05	O
(	O
T	O
)	O
was	O
halophilic	O
.	O

Comparative	O
16S	O
rRNA	O
gene	O
sequence	O
analysis	O
revealed	O
that	O
strains	O
Mic5c12	O
(	O
T	O
)	O
and	O
Mic6c05	O
(	O
T	O
)	O
belonged	O
to	O
the	O
genus	O
Methanobacterium	O
and	O
their	O
closest	O
relative	O
was	O
Methanobacterium	B
subterraneum	I
A8p	O
(	O
T	O
)	O
(	O
97	O
.	O
3	O
and	O
97	O
.	O
9	O
%	O
16S	O
rRNA	O
gene	O
sequence	O
similarity	O
,	O
respectively	O
)	O
.	O

The	O
findings	O
from	O
the	O
16S	O
rRNA	O
gene	O
sequence	O
analyses	O
were	O
supported	O
by	O
analysis	O
of	O
McrA	O
,	O
the	O
alpha	O
subunit	O
of	O
methyl	O
-	O
coenzyme	O
M	O
reductase	O
.	O

On	O
the	O
basis	O
of	O
phylogenetic	O
analyses	O
and	O
phenotypic	O
characteristics	O
,	O
two	O
novel	O
species	O
are	O
proposed	O
,	O
Methanobacterium	B
petrolearium	I
sp	I
.	I
nov	I
.	I
and	O
Methanobacterium	B
ferruginis	I
sp	I
.	I
nov	I
.	I
,	O
with	O
type	O
strains	O
Mic5c12	O
(	O
T	O
)	O
(	O
=	O
NBRC	O
105198	O
(	O
T	O
)	O
=	O
DSM	O
22353	O
(	O
T	O
)	O
)	O
and	O
Mic6c05	O
(	O
T	O
)	O
(	O
=	O
NBRC	O
105197	O
(	O
T	O
)	O
=	O
DSM	O
21974	O
(	O
T	O
)	O
)	O
,	O
respectively	O
.	O

Jiangella	B
muralis	I
sp	I
.	I
nov	I
.	I
,	O
from	O
an	O
indoor	O
environment	O
.	O

A	O
Gram	O
-	O
stain	O
-	O
positive	O
,	O
non	O
-	O
spore	O
-	O
forming	O
actinobacterium	O
,	O
designated	O
15	B
-	I
Je	I
-	I
017	I
(	I
T	I
)	I
,	O
was	O
isolated	O
from	O
wall	O
material	O
of	O
an	O
indoor	O
environment	O
.	O

The	O
isolate	O
formed	O
a	O
rudimentary	O
substrate	O
mycelium	O
that	O
fragmented	O
into	O
rod	O
-	O
shaped	O
cells	O
.	O

On	O
the	O
basis	O
of	O
16S	O
rRNA	O
gene	O
sequence	O
analysis	O
,	O
strain	O
15	B
-	I
Je	I
-	I
017	I
(	I
T	I
)	I
was	O
shown	O
to	O
belong	O
to	O
the	O
genus	O
Jiangella	O
and	O
was	O
most	O
closely	O
related	O
to	O
Jiangella	B
alba	I
YIM	I
61503	I
(	I
T	I
)	I
(	O
99	O
.	O
7	O
%	O
16S	O
rRNA	O
gene	O
sequence	O
similarity	O
)	O
,	O
Jiangella	B
alkaliphila	I
D8	I
-	I
87	I
(	I
T	I
)	I
(	O
99	O
.	O
0	O
%	O
)	O
and	O
Jiangella	B
gansuensis	I
YIM	I
002	I
(	I
T	I
)	I
(	O
99	O
.	O
0	O
%	O
)	O
.	O

The	O
predominant	O
menaquinone	O
was	O
MK	O
-	O
9	O
(	O
H	O
(	O
4	O
)	O
)	O
.	O

Whole	O
-	O
cell	O
hydrolysates	O
contained	O
ll	O
-	O
diaminopimelic	O
acid	O
as	O
the	O
diagnostic	O
diamino	O
acid	O
in	O
the	O
cell	O
wall	O
and	O
rhamnose	O
and	O
glucose	O
as	O
the	O
main	O
sugars	O
.	O

Mycolic	O
acids	O
were	O
absent	O
.	O

The	O
polar	O
lipid	O
profile	O
consisted	O
of	O
diphosphatidylglycerol	O
,	O
phosphatidylglycerol	O
,	O
phosphatidylinositol	O
,	O
phosphatidylinositol	O
mannoside	O
and	O
seven	O
unknown	O
phospholipids	O
.	O

The	O
fatty	O
acid	O
profile	O
contained	O
major	O
amounts	O
(	O
>	O
5	O
%	O
)	O
of	O
anteiso	O
-	O
C	O
(	O
15	O
:	O
0	O
)	O
,	O
iso	O
-	O
C	O
(	O
16	O
:	O
0	O
)	O
,	O
iso	O
-	O
C	O
(	O
15	O
:	O
0	O
)	O
,	O
iso	O
-	O
C	O
(	O
17	O
:	O
0	O
)	O
,	O
anteiso	O
-	O
C	O
(	O
17	O
:	O
0	O
)	O
and	O
C	O
(	O
17	O
:	O
1	O
)	O
omega8c	O
,	O
which	O
supported	O
the	O
affiliation	O
of	O
strain	O
15	B
-	I
Je	I
-	I
017	I
(	I
T	I
)	I
to	O
the	O
genus	O
Jiangella	O
.	O

DNA	O
-	O
DNA	O
relatedness	O
and	O
physiological	O
and	O
biochemical	O
tests	O
allowed	O
the	O
differentiation	O
of	O
strain	O
15	B
-	I
Je	I
-	I
017	I
(	I
T	I
)	I
from	O
the	O
type	O
strains	O
of	O
the	O
three	O
known	O
Jiangella	O
species	O
.	O

Strain	O
15	B
-	I
Je	I
-	I
017	I
(	I
T	I
)	I
represents	O
a	O
novel	O
Jiangella	O
species	O
,	O
for	O
which	O
we	O
propose	O
the	O
name	O
Jiangella	B
muralis	I
sp	I
.	I
nov	I
.	I
,	O
with	O
type	O
strain	O
15	B
-	I
Je	I
-	I
017	I
(	I
T	I
)	I
(	O
=	O
DSM	O
45357	O
(	O
T	O
)	O
=	O
CCM	O
7680	O
(	O
T	O
)	O
)	O
.	O

Surveys	O
of	O
non	O
-	O
ribosomal	O
peptide	O
and	O
polyketide	O
assembly	O
lines	O
in	O
fungi	O
and	O
prospects	O
for	O
their	O
analysis	O
in	O
vitro	O
and	O
in	O
vivo	O
.	O

With	O
many	O
bioactive	O
non	O
-	O
ribosomal	O
peptides	O
and	O
polyketides	O
produced	O
in	O
fungi	O
,	O
studies	O
of	O
their	O
biosyntheses	O
are	O
an	O
active	O
area	O
of	O
research	O
.	O

Practical	O
limitations	O
of	O
working	O
with	O
mega	O
-	O
dalton	O
synthetases	O
including	O
cell	O
lysis	O
and	O
protein	O
extraction	O
to	O
recombinant	O
gene	O
and	O
pathway	O
expression	O
has	O
slowed	O
understanding	O
of	O
many	O
secondary	O
metabolic	O
processes	O
relative	O
to	O
bacterial	O
counterparts	O
.	O

Recent	O
advances	O
in	O
accessing	O
fungal	O
biosynthetic	O
machinery	O
are	O
beginning	O
to	O
change	O
this	O
.	O

Here	O
we	O
describe	O
the	O
successes	O
of	O
some	O
studies	O
of	O
thiotemplate	O
biosynthesis	O
in	O
fungal	O
systems	O
,	O
along	O
with	O
very	O
recent	O
advances	O
in	O
chemical	O
tagging	O
and	O
mass	O
spectrometric	O
strategies	O
to	O
selectively	O
study	O
biosynthetic	O
conveyer	O
belts	O
in	O
isolation	O
,	O
and	O
within	O
a	O
few	O
years	O
,	O
in	O
endogenous	O
fungal	O
proteomes	O
.	O

OsEDR1	O
negatively	O
regulates	O
rice	B
bacterial	O
resistance	O
via	O
activation	O
of	O
ethylene	O
biosynthesis	O
.	O

Rice	B
OsEDR1	O
is	O
a	O
sequence	O
ortholog	O
of	O
Arabidopsis	O
EDR1	O
.	O

However	O
,	O
its	O
molecular	O
function	O
is	O
unknown	O
.	O

We	O
show	O
here	O
that	O
OsEDR1	O
-	O
suppressing	O
/	O
knockout	O
(	O
KO	O
)	O
plants	O
,	O
which	O
developed	O
spontaneous	O
lesions	O
on	O
the	O
leaves	O
,	O
have	O
enhanced	O
resistance	O
to	O
Xanthomonas	B
oryzae	I
pv	I
.	I
oryzae	I
(	O
Xoo	B
)	O
causing	O
bacterial	O
blight	O
disease	O
.	O

This	O
resistance	O
was	O
associated	O
with	O
increased	O
accumulation	O
of	O
salicylic	O
acid	O
(	O
SA	O
)	O
and	O
jasmonic	O
acid	O
(	O
JA	O
)	O
,	O
induced	O
expression	O
of	O
SA	O
-	O
and	O
JA	O
-	O
related	O
genes	O
and	O
suppressed	O
accumulation	O
of	O
1	O
-	O
aminocyclopropane	O
-	O
1	O
-	O
carboxylic	O
acid	O
(	O
ACC	O
)	O
,	O
the	O
direct	O
precursor	O
of	O
ethylene	O
,	O
and	O
expression	O
of	O
ethylene	O
-	O
related	O
genes	O
.	O

OsEDR1	O
-	O
KO	O
plants	O
also	O
showed	O
suppressed	O
production	O
of	O
ethylene	O
.	O

Knockout	O
of	O
OsEDR1	O
suppressed	O
the	O
ACC	O
synthase	O
(	O
ACS	O
)	O
gene	O
family	O
,	O
which	O
encodes	O
the	O
rate	O
-	O
limiting	O
enzymes	O
of	O
ethylene	O
biosynthesis	O
by	O
catalysing	O
the	O
formation	O
of	O
ACC	O
.	O

The	O
lesion	O
phenotype	O
and	O
enhanced	O
bacterial	O
resistance	O
of	O
the	O
OsEDR1	O
-	O
KO	O
plants	O
was	O
partly	O
complemented	O
by	O
the	O
treatment	O
with	O
ACC	O
.	O

ACC	O
treatment	O
was	O
associated	O
with	O
decreased	O
SA	O
and	O
JA	O
biosynthesis	O
in	O
OsEDR1	O
-	O
KO	O
plants	O
.	O

In	O
contrast	O
,	O
aminoethoxyvinylglycine	O
,	O
the	O
inhibitor	O
of	O
ethylene	O
biosynthesis	O
,	O
promoted	O
expression	O
of	O
SA	O
and	O
JA	O
synthesis	O
-	O
related	O
genes	O
in	O
OsEDR1	O
-	O
KO	O
plants	O
.	O

These	O
results	O
suggest	O
that	O
ethylene	O
is	O
a	O
negative	O
signalling	O
molecule	O
in	O
rice	B
bacterial	O
resistance	O
.	O

In	O
the	O
rice	B
-	O
Xoo	B
interaction	O
,	O
OsEDR1	O
transcriptionally	O
promotes	O
the	O
synthesis	O
of	O
ethylene	O
that	O
,	O
in	O
turn	O
,	O
suppresses	O
SA	O
-	O
and	O
JA	O
-	O
associated	O
defence	O
signalling	O
.	O

Characterizing	O
demographic	O
variation	O
and	O
contributions	O
to	O
population	O
growth	O
rate	O
in	O
a	O
declining	O
population	O
.	O

1	O
.	O

Understanding	O
how	O
demographic	O
variation	O
translates	O
into	O
variation	O
in	O
population	O
growth	O
rate	O
(	O
lambda	O
)	O
is	O
central	O
to	O
understanding	O
population	O
dynamics	O
.	O

Such	O
understanding	O
ideally	O
requires	O
knowledge	O
of	O
the	O
mean	O
,	O
variance	O
and	O
covariance	O
among	O
all	O
demographic	O
rates	O
,	O
allowing	O
the	O
potential	O
and	O
realized	O
contribution	O
of	O
each	O
rate	O
to	O
lambda	O
to	O
be	O
estimated	O
.	O

Such	O
studies	O
require	O
integrated	O
monitoring	O
of	O
all	O
demographic	O
rates	O
across	O
multiple	O
years	O
and	O
are	O
consequently	O
rare	O
,	O
particularly	O
in	O
declining	O
populations	O
and	O
for	O
species	O
with	O
less	O
tractable	O
life	O
histories	O
.	O

2	O
.	O

We	O
used	O
12	O
years	O
of	O
comprehensive	O
demographic	O
data	O
from	O
a	O
declining	O
ring	B
ouzel	I
(	O
Turdus	B
torquatus	I
)	O
population	O
to	O
estimate	O
the	O
mean	O
,	O
variance	O
and	O
covariance	O
in	O
all	O
major	O
demographic	O
rates	O
and	O
estimate	O
potential	O
and	O
realized	O
demographic	O
contributions	O
to	O
lambda	O
.	O

3	O
.	O

Population	O
size	O
decreased	O
from	O
39	O
to	O
13	O
breeding	O
pairs	O
(	O
-	O
67	O
%	O
)	O
and	O
mean	O
lambda	O
was	O
0	O
*	O
91	O
during	O
1998	O
-	O
2009	O
.	O

This	O
decrease	O
did	O
not	O
reflect	O
a	O
substantial	O
concurrent	O
decrease	O
in	O
any	O
single	O
key	O
demographic	O
rate	O
,	O
but	O
reflected	O
varying	O
combinations	O
of	O
demographic	O
rates	O
that	O
consistently	O
produced	O
lambda	O
&	O
lt	O
;	O
1	O
.	O

4	O
.	O

Basic	O
prospective	O
elasticity	O
analysis	O
indicated	O
that	O
lambda	O
was	O
most	O
sensitive	O
to	O
adult	O
survival	O
,	O
closely	O
followed	O
by	O
early	O
season	O
reproductive	O
success	O
and	O
early	O
brood	O
first	O
-	O
year	O
survival	O
.	O

In	O
contrast	O
,	O
integrated	O
elasticity	O
analysis	O
,	O
accounting	O
for	O
estimated	O
demographic	O
covariance	O
,	O
indicated	O
that	O
lambda	O
was	O
most	O
sensitive	O
to	O
early	O
brood	O
first	O
-	O
year	O
survival	O
,	O
closely	O
followed	O
by	O
re	O
-	O
nesting	O
rate	O
,	O
early	O
season	O
reproductive	O
success	O
,	O
late	O
-	O
brood	O
first	O
-	O
year	O
survival	O
and	O
adult	O
survival	O
.	O

5	O
.	O

Retrospective	O
decomposition	O
of	O
variance	O
suggested	O
that	O
first	O
-	O
year	O
survival	O
contributed	O
most	O
to	O
observed	O
variation	O
in	O
lambda	O
.	O

6	O
.	O

However	O
,	O
demographic	O
comparison	O
with	O
other	O
related	O
species	O
suggested	O
that	O
adult	O
survival	O
,	O
but	O
not	O
reproductive	O
success	O
or	O
post	O
-	O
fledging	O
survival	O
,	O
averaged	O
lower	O
than	O
expected	O
throughout	O
the	O
12	O
-	O
year	O
study	O
.	O

7	O
.	O

These	O
data	O
demonstrate	O
that	O
multiple	O
approaches	O
,	O
including	O
comprehensive	O
demographic	O
and	O
comparative	O
analyses	O
and	O
due	O
consideration	O
of	O
conflicting	O
answers	O
,	O
may	O
be	O
necessary	O
to	O
accurately	O
diagnose	O
the	O
demographic	O
basis	O
of	O
population	O
change	O
.	O

Hydraulic	O
constraints	O
limit	O
height	O
growth	O
in	O
trees	O
at	O
high	O
altitude	O
.	O

*	O
Low	O
temperatures	O
limit	O
the	O
fixation	O
of	O
photosynthates	O
and	O
xylogenesis	O
.	O

Here	O
,	O
we	O
hypothesized	O
that	O
reduced	O
longitudinal	O
growth	O
in	O
trees	O
at	O
high	O
altitude	O
is	O
related	O
to	O
the	O
lower	O
hydraulic	O
efficiency	O
of	O
the	O
transport	O
system	O
.	O

*	O
Apical	O
buds	O
of	O
Norway	B
spruce	I
(	O
Picea	B
abies	I
)	O
trees	O
at	O
high	O
and	O
low	O
elevation	O
were	O
heated	O
during	O
2006	O
and	O
2007	O
.	O

At	O
the	O
end	O
of	O
the	O
experiment	O
,	O
trees	O
were	O
felled	O
.	O

Longitudinal	O
increments	O
and	O
tracheid	O
lumen	O
areas	O
were	O
measured	O
along	O
the	O
stem	O
.	O

Apical	O
hydraulic	O
conductivity	O
(	O
k	O
)	O
was	O
estimated	O
from	O
anatomical	O
data	O
.	O

*	O
Before	O
heating	O
,	O
high	O
-	O
altitude	O
trees	O
showed	O
fewer	O
(	O
P	O
=	O
0	O
.	O
002	O
)	O
and	O
smaller	O
(	O
P	O
=	O
0	O
.	O
008	O
)	O
apical	O
conduits	O
,	O
and	O
therefore	O
reduced	O
k	O
(	O
P	O
=	O
0	O
.	O
016	O
)	O
and	O
stem	O
elongation	O
(	O
P	O
&	O
lt	O
;	O
0	O
.	O
0001	O
)	O
,	O
in	O
comparison	O
with	O
trees	O
at	O
low	O
elevation	O
.	O

After	O
2	O
yr	O
of	O
heating	O
,	O
k	O
increased	O
at	O
both	O
high	O
(	O
P	O
=	O
0	O
.	O
014	O
)	O
and	O
low	O
(	O
P	O
=	O
0	O
.	O
047	O
)	O
elevation	O
.	O

Only	O
high	O
-	O
altitude	O
trees	O
showed	O
increased	O
stem	O
elongation	O
,	O
which	O
reached	O
the	O
same	O
magnitude	O
as	O
that	O
of	O
controls	O
at	O
low	O
elevation	O
(	O
P	O
=	O
0	O
.	O
735	O
)	O
.	O

Heating	O
around	O
the	O
apical	O
shoots	O
did	O
not	O
appear	O
to	O
induce	O
significant	O
changes	O
in	O
conduit	O
dimension	O
along	O
the	O
rest	O
of	O
the	O
stem	O
.	O

*	O
The	O
total	O
number	O
and	O
size	O
of	O
xylem	O
elements	O
at	O
the	O
stem	O
apex	O
are	O
strongly	O
constrained	O
by	O
low	O
temperatures	O
.	O

Trees	O
at	O
high	O
altitude	O
are	O
therefore	O
prevented	O
from	O
building	O
up	O
an	O
efficient	O
transport	O
system	O
,	O
and	O
their	O
reduced	O
longitudinal	O
growth	O
reflects	O
strong	O
hydraulic	O
limitations	O
.	O

Physiological	O
performance	O
of	O
an	O
Alaskan	O
shrub	O
(	O
Alnus	O
fruticosa	O
)	O
in	O
response	O
to	O
disease	O
(	O
Valsa	O
melanodiscus	O
)	O
and	O
water	O
stress	O
.	O

*	O
Following	O
the	O
decades	O
-	O
long	O
warming	O
and	O
drying	O
trend	O
in	O
Alaska	O
,	O
there	O
is	O
mounting	O
evidence	O
that	O
temperature	O
-	O
induced	O
drought	O
stress	O
is	O
associated	O
with	O
disease	O
outbreaks	O
in	O
the	O
boreal	O
forest	O
.	O

Recent	O
evidence	O
of	O
this	O
trend	O
is	O
an	O
outbreak	O
of	O
Cytospora	O
canker	O
disease	O
(	O
fungal	O
pathogen	O
Valsa	O
melanodiscus	O
(	O
anamorph	O
=	O
Cytospora	O
umbrina	O
)	O
)	O
on	O
Alnus	O
species	O
.	O

*	O
For	O
Alnus	O
fruticosa	O
,	O
we	O
examined	O
the	O
effects	O
of	O
water	O
stress	O
on	O
disease	O
predisposition	O
,	O
and	O
the	O
effects	O
of	O
disease	O
and	O
water	O
stress	O
on	O
host	O
physiology	O
.	O

In	O
two	O
trials	O
,	O
we	O
conducted	O
a	O
full	O
-	O
factorial	O
experiment	O
that	O
crossed	O
two	O
levels	O
of	O
water	O
stress	O
with	O
three	O
types	O
of	O
inoculum	O
(	O
two	O
isolates	O
of	O
V	O
.	O
melanodiscus	O
,	O
one	O
control	O
isolate	O
)	O
.	O

*	O
Water	O
stress	O
was	O
not	O
required	O
for	O
disease	O
predisposition	O
.	O

However	O
,	O
the	O
effects	O
of	O
water	O
stress	O
and	O
disease	O
on	O
host	O
physiology	O
were	O
greatest	O
near	O
the	O
peak	O
phenological	O
stage	O
of	O
the	O
host	O
and	O
during	O
hot	O
,	O
dry	O
conditions	O
.	O

During	O
this	O
time	O
,	O
water	O
stress	O
and	O
disease	O
reduced	O
light	O
-	O
saturated	O
photosynthesis	O
(	O
-	O
30	O
%	O
)	O
,	O
light	O
saturation	O
point	O
(	O
-	O
60	O
%	O
)	O
and	O
stomatal	O
conductance	O
(	O
-	O
40	O
%	O
)	O
.	O

*	O
Our	O
results	O
depended	O
on	O
the	O
timing	O
of	O
water	O
stress	O
and	O
disease	O
in	O
relation	O
to	O
host	O
phenology	O
and	O
the	O
environment	O
.	O

These	O
factors	O
should	O
not	O
be	O
overlooked	O
in	O
attempts	O
to	O
generalize	O
predictions	O
about	O
the	O
role	O
of	O
temperature	O
-	O
induced	O
drought	O
stress	O
in	O
this	O
pathosystem	O
.	O

The	O
novel	O
marine	O
gliding	O
zooflagellate	O
genus	O
Mantamonas	O
(	O
Mantamonadida	O
ord	O
.	O
n	O
.	O
:	O
Apusozoa	O
)	O
.	O

Mantamonas	O
is	O
a	O
novel	O
genus	O
of	O
marine	O
gliding	O
zooflagellates	O
probably	O
related	O
to	O
apusomonad	O
and	O
planomonad	O
Apusozoa	O
.	O

Using	O
phase	O
and	O
differential	O
interference	O
contrast	O
microscopy	O
we	O
describe	O
the	O
type	O
species	O
Mantamonas	B
plastica	I
sp	I
.	I
n	I
.	I
from	O
coastal	O
sediment	O
in	O
Cumbria	O
,	O
England	O
.	O

Cells	O
are	O
-	O
5mum	O
long	O
,	O
-	O
5mum	O
wide	O
,	O
asymmetric	O
,	O
flattened	O
,	O
biciliate	O
,	O
and	O
somewhat	O
plastic	O
.	O

The	O
posterior	O
cilium	O
,	O
on	O
which	O
they	O
glide	O
smoothly	O
over	O
the	O
substratum	O
,	O
is	O
long	O
and	O
highly	O
acronematic	O
.	O

The	O
much	O
thinner	O
,	O
shorter	O
,	O
and	O
almost	O
immobile	O
anterior	O
cilium	O
points	O
forward	O
to	O
the	O
cell	O
'	O
s	O
left	O
.	O

These	O
morphological	O
and	O
